ensembl_id	species	gene_symbol	ens_orthogroup_id	ens_hqorthogroup_id	species_code
ENSMFAG00000000479	macaque	ABCF3	OG_10215	HQ_08563	MACFA
ENSMFAG00000000480	macaque		OG_13964	HQ_SNG_001588	MACFA
ENSMFAG00000000481	macaque	EIF3D	OG_03955	HQ_02394	MACFA
ENSMFAG00000000482	macaque	ZNF347	OG_18802	HQ_18235	MACFA
ENSMFAG00000000483	macaque	EIF2B1	OG_01320	HQ_03643	MACFA
ENSMFAG00000000484	macaque	NDUFB10	OG_08320	HQ_06734	MACFA
ENSMFAG00000000487	macaque	NDP	OG_06456	HQ_04895	MACFA
ENSMFAG00000000489	macaque	APOO	OG_01927	HQ_11587	MACFA
ENSMFAG00000000490	macaque	CKMT2	OG_07114	HQ_05531	MACFA
ENSMFAG00000000491	macaque	MRPL15	OG_07872	HQ_06287	MACFA
ENSMFAG00000000492	macaque	PUM2	OG_02761	HQ_01199	MACFA
ENSMFAG00000000493	macaque	TMEM129	OG_11583	HQ_09886	MACFA
ENSMFAG00000000495	macaque	INPP1	OG_09359	HQ_07757	MACFA
ENSMFAG00000000496	macaque	EMC10	OG_10242	HQ_08586	MACFA
ENSMFAG00000000498	macaque		OG_03338	HQ_SNG_001589	MACFA
ENSMFAG00000000500	macaque	LAP3	OG_01101	HQ_00609	MACFA
ENSMFAG00000000501	macaque	ERAL1	OG_07210	HQ_05625	MACFA
ENSMFAG00000000502	macaque	CRK	OG_11299	HQ_09616	MACFA
ENSMFAG00000000503	macaque	RASA3	OG_13532	HQ_11733	MACFA
ENSMFAG00000000504	macaque	FKBP4	OG_02188	HQ_00631	MACFA
ENSMFAG00000000505	macaque	ARMC6	OG_04619	HQ_03060	MACFA
ENSMFAG00000000506	macaque	GCAT	OG_03893	HQ_02334	MACFA
ENSMFAG00000000507	macaque	C9orf85	OG_09695	HQ_14550	MACFA
ENSMFAG00000000508	macaque	LYPD8	OG_15062	HQ_17209	MACFA
ENSMFAG00000000509	macaque	ZIK1	OG_11976	HQ_14991	MACFA
ENSMFAG00000000510	macaque	FBXL13	OG_10206	HQ_08555	MACFA
ENSMFAG00000000511	macaque	ADIPOQ	OG_12983	HQ_11221	MACFA
ENSMFAG00000000512	macaque		OG_SNG_000953	HQ_SNG_001590	MACFA
ENSMFAG00000000513	macaque	JPH1	OG_04437	HQ_02893	MACFA
ENSMFAG00000000514	macaque	KRT35	OG_14058	HQ_12222	MACFA
ENSMFAG00000000515	macaque	ZNF774	OG_18786	HQ_18201	MACFA
ENSMFAG00000000518	macaque	ZBTB21	OG_12195	HQ_10476	MACFA
ENSMFAG00000000519	macaque	PRRC2C	OG_00818	HQ_04301	MACFA
ENSMFAG00000000520	macaque	SLC35B3	OG_06494	HQ_04933	MACFA
ENSMFAG00000000521	macaque	SHBG	OG_15765	HQ_14040	MACFA
ENSMFAG00000000522	macaque	AGBL5	OG_03476	HQ_01915	MACFA
ENSMFAG00000000523	macaque	TBC1D22B	OG_02900	HQ_01336	MACFA
ENSMFAG00000000524	macaque		OG_00074	HQ_00027	MACFA
ENSMFAG00000000525	macaque		OG_19004	HQ_18590	MACFA
ENSMFAG00000000526	macaque		OG_14314	HQ_SNG_001591	MACFA
ENSMFAG00000000528	macaque	ATL1	OG_14250	HQ_12415	MACFA
ENSMFAG00000000529	macaque	INTU	OG_10678	HQ_09002	MACFA
ENSMFAG00000000532	macaque	NR1H2	OG_07091	HQ_05507	MACFA
ENSMFAG00000000533	macaque	ARHGAP42	OG_11044	HQ_09366	MACFA
ENSMFAG00000000534	macaque	PPARGC1A	OG_05050	HQ_03503	MACFA
ENSMFAG00000000535	macaque	TEX51	OG_17110	HQ_18414	MACFA
ENSMFAG00000000538	macaque	USP22	OG_06452	HQ_04890	MACFA
ENSMFAG00000000539	macaque	BOK	OG_12565	HQ_10832	MACFA
ENSMFAG00000000540	macaque	PRPF18	OG_10994	HQ_09313	MACFA
ENSMFAG00000000541	macaque	TOPORS	OG_14127	HQ_12287	MACFA
ENSMFAG00000000542	macaque	ALX3	OG_09743	HQ_08123	MACFA
ENSMFAG00000000543	macaque		OG_13107	HQ_SNG_001592	MACFA
ENSMFAG00000000544	macaque	FOXG1	OG_12515	HQ_10785	MACFA
ENSMFAG00000000546	macaque	TMEM109	OG_05083	HQ_03540	MACFA
ENSMFAG00000000547	macaque	SMIM35	OG_17172	HQ_15978	MACFA
ENSMFAG00000000551	macaque	POMC	OG_00461	HQ_04024	MACFA
ENSMFAG00000000553	macaque		OG_SNG_000954	HQ_SNG_001593	MACFA
ENSMFAG00000000555	macaque	BLTP3A	OG_02885	HQ_01320	MACFA
ENSMFAG00000000557	macaque	TIMM8A	OG_00468	HQ_05131	MACFA
ENSMFAG00000000559	macaque	CPVL	OG_04691	HQ_03131	MACFA
ENSMFAG00000000560	macaque		OG_07349	HQ_SNG_001594	MACFA
ENSMFAG00000000561	macaque	KCNA2	OG_12635	HQ_10897	MACFA
ENSMFAG00000000562	macaque	ASB5	OG_10705	HQ_09030	MACFA
ENSMFAG00000000563	macaque	PRMT7	OG_07211	HQ_05626	MACFA
ENSMFAG00000000564	macaque	ZNF140	OG_17880	HQ_16953	MACFA
ENSMFAG00000000565	macaque	CATSPER1	OG_16467	HQ_16744	MACFA
ENSMFAG00000000566	macaque	ADAMTS5	OG_09632	HQ_08019	MACFA
ENSMFAG00000000567	macaque		OG_01203	HQ_02237	MACFA
ENSMFAG00000000568	macaque	C1orf94	OG_08486	HQ_06890	MACFA
ENSMFAG00000000570	macaque	STAP1	OG_02566	HQ_01007	MACFA
ENSMFAG00000000571	macaque	ETNK2	OG_08643	HQ_14368	MACFA
ENSMFAG00000000572	macaque	PRR11	OG_02992	HQ_01428	MACFA
ENSMFAG00000000573	macaque	FBXL22	OG_14098	HQ_12261	MACFA
ENSMFAG00000000575	macaque	TBX22	OG_06238	HQ_04686	MACFA
ENSMFAG00000000576	macaque	ZBTB4	OG_12313	HQ_15066	MACFA
ENSMFAG00000000578	macaque	OSER1	OG_07249	HQ_05664	MACFA
ENSMFAG00000000579	macaque	ADAMTS16	OG_08829	HQ_07233	MACFA
ENSMFAG00000000581	macaque	GSTCD	OG_08069	HQ_06479	MACFA
ENSMFAG00000000582	macaque	AKAP14	OG_13580	HQ_18138	MACFA
ENSMFAG00000000583	macaque	EXOC7	OG_13094	HQ_11323	MACFA
ENSMFAG00000000584	macaque	SNF8	OG_10029	HQ_08399	MACFA
ENSMFAG00000000586	macaque	TULP2	OG_04479	HQ_02936	MACFA
ENSMFAG00000000587	macaque		OG_00782	HQ_SNG_001595	MACFA
ENSMFAG00000000588	macaque		OG_00840	HQ_SNG_001596	MACFA
ENSMFAG00000000589	macaque		OG_SNG_000955	HQ_SNG_001597	MACFA
ENSMFAG00000000590	macaque	CWC22	OG_00291	HQ_08862	MACFA
ENSMFAG00000000591	macaque	MVD	OG_11335	HQ_09649	MACFA
ENSMFAG00000000593	macaque	GLYATL3	OG_14412	HQ_12562	MACFA
ENSMFAG00000000594	macaque	BTF3	OG_16008	HQ_14395	MACFA
ENSMFAG00000000596	macaque	KRTAP4-7	OG_00423	HQ_18421	MACFA
ENSMFAG00000000597	macaque	EXOSC2	OG_07004	HQ_05426	MACFA
ENSMFAG00000000598	macaque	DCLRE1C	OG_09437	HQ_07827	MACFA
ENSMFAG00000000599	macaque	MAPRE2	OG_11266	HQ_09583	MACFA
ENSMFAG00000000600	macaque	TRPC3	OG_08054	HQ_06465	MACFA
ENSMFAG00000000602	macaque	CDH17	OG_03330	HQ_01769	MACFA
ENSMFAG00000000603	macaque	TMEM47	OG_08970	HQ_07373	MACFA
ENSMFAG00000000604	macaque	FBXO28	OG_08630	HQ_07035	MACFA
ENSMFAG00000000605	macaque	ERG28	OG_07351	HQ_05763	MACFA
ENSMFAG00000000606	macaque	RAC2	OG_06790	HQ_05220	MACFA
ENSMFAG00000000607	macaque	GCKR	OG_03480	HQ_01919	MACFA
ENSMFAG00000000608	macaque	CD99	OG_17436	HQ_17582	MACFA
ENSMFAG00000000609	macaque		OG_SNG_000956	HQ_SNG_001598	MACFA
ENSMFAG00000000610	macaque	BMP15	OG_06965	HQ_05391	MACFA
ENSMFAG00000000611	macaque	PUS10	OG_10424	HQ_08750	MACFA
ENSMFAG00000000612	macaque	NETO2	OG_11916	HQ_10204	MACFA
ENSMFAG00000000613	macaque	GNL3	OG_10646	HQ_08971	MACFA
ENSMFAG00000000614	macaque	ADGRE5	OG_06325	HQ_04772	MACFA
ENSMFAG00000000615	macaque	SCGB1D4	OG_00387	HQ_18227	MACFA
ENSMFAG00000000616	macaque	RNF165	OG_08402	HQ_06813	MACFA
ENSMFAG00000000617	macaque	GPATCH2	OG_03750	HQ_02189	MACFA
ENSMFAG00000000618	macaque	PCTP	OG_01541	HQ_00389	MACFA
ENSMFAG00000000619	macaque	COL4A4	OG_03388	HQ_01826	MACFA
ENSMFAG00000000620	macaque	MRPL52	OG_16415	HQ_15021	MACFA
ENSMFAG00000000621	macaque	CNP	OG_12255	HQ_10529	MACFA
ENSMFAG00000000622	macaque	SLC16A5	OG_11763	HQ_10055	MACFA
ENSMFAG00000000623	macaque	PSMD4	OG_10047	HQ_08417	MACFA
ENSMFAG00000000624	macaque		OG_01363	HQ_04158	MACFA
ENSMFAG00000000627	macaque	MTFMT	OG_04386	HQ_02839	MACFA
ENSMFAG00000000628	macaque	MEX3A	OG_15021	HQ_13104	MACFA
ENSMFAG00000000629	macaque	UBE2W	OG_01269	HQ_02888	MACFA
ENSMFAG00000000631	macaque	CYP4X1	OG_01944	HQ_00518	MACFA
ENSMFAG00000000634	macaque	MATR3	OG_00747	HQ_00877	MACFA
ENSMFAG00000000635	macaque	HAUS6	OG_09056	HQ_07455	MACFA
ENSMFAG00000000636	macaque	FOXP2	OG_06806	HQ_05234	MACFA
ENSMFAG00000000640	macaque	DDX52	OG_15186	HQ_13256	MACFA
ENSMFAG00000000641	macaque	AIF1L	OG_06689	HQ_14006	MACFA
ENSMFAG00000000642	macaque	PPM1F	OG_03871	HQ_02314	MACFA
ENSMFAG00000000643	macaque	EPPIN	OG_04151	HQ_02601	MACFA
ENSMFAG00000000644	macaque	DPEP2	OG_11309	HQ_09624	MACFA
ENSMFAG00000000645	macaque		OG_02914	HQ_SNG_001599	MACFA
ENSMFAG00000000647	macaque	PLCL2	OG_09641	HQ_08026	MACFA
ENSMFAG00000000648	macaque	CEP20	OG_07314	HQ_05725	MACFA
ENSMFAG00000000649	macaque	CMYA5	OG_10756	HQ_09082	MACFA
ENSMFAG00000000650	macaque	PILRA	OG_18490	HQ_17610	MACFA
ENSMFAG00000000651	macaque	PELO	OG_09462	HQ_07848	MACFA
ENSMFAG00000000652	macaque	DPP6	OG_06942	HQ_05369	MACFA
ENSMFAG00000000653	macaque	ANO1	OG_07103	HQ_05520	MACFA
ENSMFAG00000000654	macaque	METTL6	OG_17002	HQ_15781	MACFA
ENSMFAG00000000656	macaque		OG_01767	HQ_09859	MACFA
ENSMFAG00000000657	macaque	FEV	OG_10534	HQ_08857	MACFA
ENSMFAG00000000658	macaque	HEPACAM	OG_10969	HQ_09288	MACFA
ENSMFAG00000000659	macaque	CCDC65	OG_08148	HQ_06559	MACFA
ENSMFAG00000000660	macaque	TIAM2	OG_08926	HQ_07331	MACFA
ENSMFAG00000000661	macaque	KCNK7	OG_12200	HQ_10481	MACFA
ENSMFAG00000000665	macaque	FRK	OG_05243	HQ_03700	MACFA
ENSMFAG00000000666	macaque	STXBP3	OG_05720	HQ_04173	MACFA
ENSMFAG00000000668	macaque		OG_00325	HQ_SNG_001600	MACFA
ENSMFAG00000000670	macaque	PRKAG2	OG_04757	HQ_03195	MACFA
ENSMFAG00000000671	macaque	SH2D3C	OG_03774	HQ_02214	MACFA
ENSMFAG00000000672	macaque	SNX10	OG_03526	HQ_01963	MACFA
ENSMFAG00000000673	macaque	TFE3	OG_02985	HQ_01421	MACFA
ENSMFAG00000000674	macaque	TERF1	OG_09036	HQ_07434	MACFA
ENSMFAG00000000675	macaque	FAM241A	OG_12360	HQ_15079	MACFA
ENSMFAG00000000676	macaque	HLA-DRB5	OG_16851	HQ_15568	MACFA
ENSMFAG00000000677	macaque		OG_18106	HQ_SNG_001601	MACFA
ENSMFAG00000000679	macaque		OG_15071	HQ_SNG_001602	MACFA
ENSMFAG00000000680	macaque	MITD1	OG_09949	HQ_08323	MACFA
ENSMFAG00000000681	macaque	ADGRG7	OG_08755	HQ_07162	MACFA
ENSMFAG00000000682	macaque	OAZ3	OG_08585	HQ_06987	MACFA
ENSMFAG00000000683	macaque	FCN3	OG_18568	HQ_17783	MACFA
ENSMFAG00000000684	macaque	KCNH6	OG_12261	HQ_10534	MACFA
ENSMFAG00000000685	macaque	RABGEF1	OG_09627	HQ_08013	MACFA
ENSMFAG00000000686	macaque	APPL1	OG_09862	HQ_08238	MACFA
ENSMFAG00000000687	macaque	MYL9	OG_04124	HQ_02576	MACFA
ENSMFAG00000000688	macaque	NOTCH1	OG_09095	HQ_07490	MACFA
ENSMFAG00000000689	macaque	ATP6V0D1	OG_10072	HQ_08440	MACFA
ENSMFAG00000000690	macaque	MED14	OG_01881	HQ_11132	MACFA
ENSMFAG00000000693	macaque	TMEM98	OG_02240	HQ_00684	MACFA
ENSMFAG00000000695	macaque	CALB1	OG_04429	HQ_02884	MACFA
ENSMFAG00000000697	macaque	PTH2R	OG_08707	HQ_07112	MACFA
ENSMFAG00000000699	macaque	RAB11A	OG_01265	HQ_02843	MACFA
ENSMFAG00000000700	macaque	SLC35D2	OG_07040	HQ_05462	MACFA
ENSMFAG00000000701	macaque	GORASP1	OG_05532	HQ_03985	MACFA
ENSMFAG00000000702	macaque	SLC6A9	OG_13980	HQ_12151	MACFA
ENSMFAG00000000703	macaque	STK40	OG_13925	HQ_12101	MACFA
ENSMFAG00000000704	macaque	IGSF9	OG_03498	HQ_01936	MACFA
ENSMFAG00000000705	macaque	ZBTB37	OG_13439	HQ_11647	MACFA
ENSMFAG00000000706	macaque	SGPL1	OG_11113	HQ_09431	MACFA
ENSMFAG00000000707	macaque	PRL	OG_00026	HQ_10330	MACFA
ENSMFAG00000000708	macaque	PAQR3	OG_10486	HQ_08812	MACFA
ENSMFAG00000000709	macaque	PPM1B	OG_07950	HQ_06361	MACFA
ENSMFAG00000000710	macaque	NUP37	OG_03192	HQ_01630	MACFA
ENSMFAG00000000711	macaque	TFRC	OG_03107	HQ_01542	MACFA
ENSMFAG00000000712	macaque	TSEN54	OG_13059	HQ_11293	MACFA
ENSMFAG00000000713	macaque	SCML4	OG_08915	HQ_07317	MACFA
ENSMFAG00000000714	macaque	SLC25A26	OG_08748	HQ_07153	MACFA
ENSMFAG00000000715	macaque	ARHGAP30	OG_13586	HQ_11788	MACFA
ENSMFAG00000000717	macaque	HPS4	OG_03887	HQ_02329	MACFA
ENSMFAG00000000718	macaque	FGL1	OG_04475	HQ_02931	MACFA
ENSMFAG00000000719	macaque	ITK	OG_05401	HQ_03852	MACFA
ENSMFAG00000000720	macaque	PRRC2A	OG_14488	HQ_12629	MACFA
ENSMFAG00000000721	macaque	SLIT3	OG_13316	HQ_11536	MACFA
ENSMFAG00000000722	macaque	PNLIPRP2	OG_15105	HQ_13178	MACFA
ENSMFAG00000000723	macaque	PSMA7	OG_01243	HQ_02542	MACFA
ENSMFAG00000000724	macaque	CDC14A	OG_03339	HQ_01778	MACFA
ENSMFAG00000000725	macaque	ETV6	OG_08091	HQ_06500	MACFA
ENSMFAG00000000726	macaque		OG_01676	HQ_08615	MACFA
ENSMFAG00000000727	macaque	ASB13	OG_13951	HQ_12125	MACFA
ENSMFAG00000000728	macaque	NOX5	OG_18043	HQ_17193	MACFA
ENSMFAG00000000729	macaque	FAT4	OG_13922	HQ_12098	MACFA
ENSMFAG00000000731	macaque	FAM186B	OG_07557	HQ_05969	MACFA
ENSMFAG00000000736	macaque	C11orf1	OG_07896	HQ_06309	MACFA
ENSMFAG00000000737	macaque	MKRN1	OG_00861	HQ_05734	MACFA
ENSMFAG00000000739	macaque	ESAM	OG_09199	HQ_07597	MACFA
ENSMFAG00000000740	macaque		OG_17258	HQ_16063	MACFA
ENSMFAG00000000741	macaque	CEACAM8	OG_18535	HQ_17715	MACFA
ENSMFAG00000000742	macaque	TTLL13	OG_14666	HQ_12789	MACFA
ENSMFAG00000000743	macaque	IPO4	OG_13974	HQ_12146	MACFA
ENSMFAG00000000744	macaque	NFIC	OG_08424	HQ_06832	MACFA
ENSMFAG00000000745	macaque	EEF1E1	OG_06498	HQ_04938	MACFA
ENSMFAG00000000746	macaque	ZNF75D	OG_16765	HQ_16895	MACFA
ENSMFAG00000000747	macaque		OG_SNG_000957	HQ_SNG_001603	MACFA
ENSMFAG00000000748	macaque	SLC4A7	OG_02552	HQ_00993	MACFA
ENSMFAG00000000750	macaque	TREML1	OG_10254	HQ_08599	MACFA
ENSMFAG00000000751	macaque	PLGRKT	OG_04793	HQ_03235	MACFA
ENSMFAG00000000752	macaque	SPOP	OG_00043	HQ_04607	MACFA
ENSMFAG00000000754	macaque	RSBN1	OG_03385	HQ_01823	MACFA
ENSMFAG00000000759	macaque	HYAL2	OG_02977	HQ_01413	MACFA
ENSMFAG00000000760	macaque	TFR2	OG_04719	HQ_03158	MACFA
ENSMFAG00000000761	macaque	CCDC154	OG_14134	HQ_12294	MACFA
ENSMFAG00000000762	macaque	RAB41	OG_18576	HQ_17799	MACFA
ENSMFAG00000000765	macaque	BNC1	OG_11680	HQ_09978	MACFA
ENSMFAG00000000766	macaque	EBAG9	OG_01583	HQ_07440	MACFA
ENSMFAG00000000767	macaque	ARL8A	OG_08648	HQ_07053	MACFA
ENSMFAG00000000769	macaque	ZNF768	OG_11736	HQ_10032	MACFA
ENSMFAG00000000771	macaque	CHEK1	OG_09197	HQ_07595	MACFA
ENSMFAG00000000773	macaque	TMEM253	OG_14850	HQ_12949	MACFA
ENSMFAG00000000774	macaque	MLH1	OG_03236	HQ_01673	MACFA
ENSMFAG00000000775	macaque	SMIM8	OG_05249	HQ_03706	MACFA
ENSMFAG00000000777	macaque	SERGEF	OG_06863	HQ_05295	MACFA
ENSMFAG00000000778	macaque	CARS1	OG_05110	HQ_03567	MACFA
ENSMFAG00000000779	macaque		OG_00085	HQ_00013	MACFA
ENSMFAG00000000781	macaque	GABRA5	OG_13559	HQ_11763	MACFA
ENSMFAG00000000782	macaque	CDIN1	OG_13537	HQ_11739	MACFA
ENSMFAG00000000783	macaque	GLB1L3	OG_11082	HQ_09401	MACFA
ENSMFAG00000000784	macaque	COPS9	OG_17727	HQ_16714	MACFA
ENSMFAG00000000785	macaque	ELP3	OG_07362	HQ_05772	MACFA
ENSMFAG00000000786	macaque		OG_14573	HQ_15764	MACFA
ENSMFAG00000000787	macaque	COLGALT2	OG_14302	HQ_12463	MACFA
ENSMFAG00000000789	macaque	DAZAP1	OG_01148	HQ_01521	MACFA
ENSMFAG00000000791	macaque	PTDSS2	OG_12376	HQ_10648	MACFA
ENSMFAG00000000793	macaque	FBF1	OG_13843	HQ_12026	MACFA
ENSMFAG00000000794	macaque	MAMDC4	OG_16525	HQ_15171	MACFA
ENSMFAG00000000795	macaque	HORMAD1	OG_08586	HQ_06988	MACFA
ENSMFAG00000000796	macaque		OG_18107	HQ_SNG_001604	MACFA
ENSMFAG00000000798	macaque	NCAPG	OG_05048	HQ_03501	MACFA
ENSMFAG00000000799	macaque	HFE	OG_02356	HQ_00800	MACFA
ENSMFAG00000000800	macaque	B3GALT5	OG_13252	HQ_15356	MACFA
ENSMFAG00000000801	macaque	CACNG7	OG_04595	HQ_03037	MACFA
ENSMFAG00000000802	macaque	MRAP	OG_11770	HQ_17946	MACFA
ENSMFAG00000000804	macaque	CCL14	OG_18072	HQ_17238	MACFA
ENSMFAG00000000805	macaque	ITPRID1	OG_12916	HQ_11153	MACFA
ENSMFAG00000000806	macaque	CENPT	OG_04288	HQ_02741	MACFA
ENSMFAG00000000807	macaque	RORC	OG_08567	HQ_06967	MACFA
ENSMFAG00000000808	macaque	TTC7B	OG_11048	HQ_09371	MACFA
ENSMFAG00000000809	macaque	BTBD1	OG_02874	HQ_01308	MACFA
ENSMFAG00000000810	macaque	GRM8	OG_12847	HQ_11090	MACFA
ENSMFAG00000000812	macaque	CDC5L	OG_00242	HQ_00029	MACFA
ENSMFAG00000000813	macaque	FUT10	OG_12116	HQ_10399	MACFA
ENSMFAG00000000814	macaque	USP5	OG_05218	HQ_03672	MACFA
ENSMFAG00000000816	macaque	NUAK1	OG_03174	HQ_01609	MACFA
ENSMFAG00000000818	macaque	MDK	OG_05105	HQ_03563	MACFA
ENSMFAG00000000819	macaque	LRIT2	OG_14419	HQ_12569	MACFA
ENSMFAG00000000820	macaque	CBFA2T2	OG_03320	HQ_01759	MACFA
ENSMFAG00000000821	macaque	ARMH2	OG_15067	HQ_13143	MACFA
ENSMFAG00000000822	macaque	RAB11FIP2	OG_04829	HQ_03269	MACFA
ENSMFAG00000000823	macaque	HNRNPA3	OG_16359	HQ_14948	MACFA
ENSMFAG00000000824	macaque	SGO1	OG_06914	HQ_14052	MACFA
ENSMFAG00000000825	macaque	STK38	OG_05277	HQ_03731	MACFA
ENSMFAG00000000827	macaque	GTF2B	OG_07935	HQ_06348	MACFA
ENSMFAG00000000828	macaque	BCAN	OG_07230	HQ_05645	MACFA
ENSMFAG00000000829	macaque	ALLC	OG_16074	HQ_14497	MACFA
ENSMFAG00000000830	macaque		OG_01762	HQ_SNG_001605	MACFA
ENSMFAG00000000831	macaque	FSD1L	OG_04769	HQ_03210	MACFA
ENSMFAG00000000832	macaque		OG_01400	HQ_SNG_001606	MACFA
ENSMFAG00000000833	macaque	CHRNE	OG_04926	HQ_03371	MACFA
ENSMFAG00000000834	macaque	NUP35	OG_01684	HQ_08768	MACFA
ENSMFAG00000000835	macaque		OG_01985	HQ_12255	MACFA
ENSMFAG00000000836	macaque	PIK3R6	OG_15173	HQ_13242	MACFA
ENSMFAG00000000838	macaque	SERPINA2	OG_01061	HQ_18485	MACFA
ENSMFAG00000000839	macaque	PRPS1	OG_00899	HQ_07395	MACFA
ENSMFAG00000000840	macaque	CALCOCO2	OG_01501	HQ_16430	MACFA
ENSMFAG00000000842	macaque	GARIN1B	OG_07522	HQ_05932	MACFA
ENSMFAG00000000844	macaque		OG_SNG_000958	HQ_SNG_001607	MACFA
ENSMFAG00000000845	macaque	HDC	OG_08233	HQ_06641	MACFA
ENSMFAG00000000847	macaque	HOOK1	OG_15858	HQ_14175	MACFA
ENSMFAG00000000848	macaque	RLN3	OG_11908	HQ_10194	MACFA
ENSMFAG00000000849	macaque	TMEM87B	OG_09513	HQ_07900	MACFA
ENSMFAG00000000850	macaque	RHOV	OG_04409	HQ_02865	MACFA
ENSMFAG00000000851	macaque	ANP32E	OG_08579	HQ_06981	MACFA
ENSMFAG00000000852	macaque	CYB5R1	OG_10046	HQ_08416	MACFA
ENSMFAG00000000853	macaque	PPIB	OG_11209	HQ_09530	MACFA
ENSMFAG00000000854	macaque	DAO	OG_05135	HQ_03591	MACFA
ENSMFAG00000000855	macaque	STK3	OG_04439	HQ_02895	MACFA
ENSMFAG00000000858	macaque	KDELR1	OG_04578	HQ_03022	MACFA
ENSMFAG00000000859	macaque	STRADA	OG_15104	HQ_13177	MACFA
ENSMFAG00000000860	macaque	VANGL1	OG_12181	HQ_10461	MACFA
ENSMFAG00000000861	macaque	OAZ2	OG_12907	HQ_11145	MACFA
ENSMFAG00000000862	macaque	TIMM17B	OG_06674	HQ_05109	MACFA
ENSMFAG00000000864	macaque		OG_06662	HQ_SNG_001608	MACFA
ENSMFAG00000000865	macaque	SLC20A2	OG_11533	HQ_09834	MACFA
ENSMFAG00000000866	macaque	GOT2	OG_00842	HQ_04951	MACFA
ENSMFAG00000000867	macaque	ERO1A	OG_14181	HQ_12343	MACFA
ENSMFAG00000000868	macaque	RNF157	OG_08399	HQ_06810	MACFA
ENSMFAG00000000869	macaque		OG_01886	HQ_11191	MACFA
ENSMFAG00000000870	macaque	CCR10	OG_13333	HQ_11551	MACFA
ENSMFAG00000000871	macaque		OG_07808	HQ_SNG_001609	MACFA
ENSMFAG00000000874	macaque	MRPL9	OG_08582	HQ_06984	MACFA
ENSMFAG00000000875	macaque	FHL3	OG_13197	HQ_11424	MACFA
ENSMFAG00000000876	macaque	SFXN5	OG_08671	HQ_07077	MACFA
ENSMFAG00000000877	macaque	CRYM	OG_04348	HQ_02800	MACFA
ENSMFAG00000000878	macaque		OG_19005	HQ_18591	MACFA
ENSMFAG00000000879	macaque	CDC37L1	OG_04792	HQ_03234	MACFA
ENSMFAG00000000880	macaque	SAC3D1	OG_11444	HQ_09754	MACFA
ENSMFAG00000000881	macaque	TRUB2	OG_00656	HQ_09602	MACFA
ENSMFAG00000000882	macaque	HDDC2	OG_05259	HQ_03715	MACFA
ENSMFAG00000000883	macaque	PYHIN1	OG_18608	HQ_17883	MACFA
ENSMFAG00000000884	macaque	UBL4A	OG_04227	HQ_13616	MACFA
ENSMFAG00000000885	macaque	ZFP37	OG_01507	HQ_00381	MACFA
ENSMFAG00000000886	macaque	HJURP	OG_06360	HQ_16348	MACFA
ENSMFAG00000000887	macaque	RRP9	OG_05534	HQ_03987	MACFA
ENSMFAG00000000889	macaque	MACROD1	OG_07309	HQ_05721	MACFA
ENSMFAG00000000890	macaque		OG_SNG_000959	HQ_SNG_001610	MACFA
ENSMFAG00000000891	macaque	MICU1	OG_04844	HQ_03284	MACFA
ENSMFAG00000000892	macaque	WDR86	OG_13673	HQ_11864	MACFA
ENSMFAG00000000893	macaque	ZBTB24	OG_05320	HQ_03772	MACFA
ENSMFAG00000000894	macaque	ZNF618	OG_09880	HQ_08258	MACFA
ENSMFAG00000000895	macaque		OG_01664	HQ_00429	MACFA
ENSMFAG00000000897	macaque	TEX36	OG_12392	HQ_10665	MACFA
ENSMFAG00000000899	macaque		OG_SNG_000960	HQ_SNG_001611	MACFA
ENSMFAG00000000900	macaque	ZFP36	OG_06769	HQ_05201	MACFA
ENSMFAG00000000901	macaque	SLC38A6	OG_08202	HQ_06610	MACFA
ENSMFAG00000000902	macaque	BTNL8	OG_18520	HQ_17684	MACFA
ENSMFAG00000000904	macaque	CEP85L	OG_05251	HQ_03708	MACFA
ENSMFAG00000000905	macaque	NUDT7	OG_08307	HQ_06721	MACFA
ENSMFAG00000000906	macaque	SARM1	OG_15307	HQ_13318	MACFA
ENSMFAG00000000907	macaque	LDLRAD4	OG_11543	HQ_09845	MACFA
ENSMFAG00000000908	macaque	DERA	OG_02491	HQ_00932	MACFA
ENSMFAG00000000909	macaque		OG_00127	HQ_SNG_001612	MACFA
ENSMFAG00000000910	macaque	IGSF3	OG_08512	HQ_06913	MACFA
ENSMFAG00000000911	macaque		OG_19006	HQ_SNG_001613	MACFA
ENSMFAG00000000912	macaque	TUT1	OG_09146	HQ_07542	MACFA
ENSMFAG00000000913	macaque	RFX6	OG_13396	HQ_11606	MACFA
ENSMFAG00000000914	macaque		OG_SNG_000961	HQ_SNG_001614	MACFA
ENSMFAG00000000918	macaque		OG_15228	HQ_SNG_001615	MACFA
ENSMFAG00000000919	macaque	TMEM126A	OG_11914	HQ_10202	MACFA
ENSMFAG00000000920	macaque		OG_00979	HQ_00497	MACFA
ENSMFAG00000000921	macaque	CD300LD	OG_01753	HQ_18267	MACFA
ENSMFAG00000000922	macaque	NOS1	OG_03631	HQ_02068	MACFA
ENSMFAG00000000924	macaque	OAS2	OG_05184	HQ_03638	MACFA
ENSMFAG00000000925	macaque	TNFAIP6	OG_06374	HQ_04818	MACFA
ENSMFAG00000000926	macaque	ESRRB	OG_06013	HQ_04471	MACFA
